company,sources,headquarters,industry,found_ats,verified_slug,job_count
Clearthink 1 Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Sucro Ltd,sec_edgar,,,,,0
Surge Copper Corp,sec_edgar,,,,,0
1RT Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
MFS MUNICIPAL INCOME TRUST,sec_edgar,,,,,0
OHIO VALLEY BANC CORP,sec_edgar,,,greenhouse,ohio,2
"Sound Point Meridian Capital, Inc.","sec_edgar,sec_edgar,sec_edgar",,,,,0
Clearwater Paper Corp,sec_edgar,,,,,0
TCW STRATEGIC INCOME FUND INC,sec_edgar,,,,,0
PEOPLES BANCORP OF NORTH CAROLINA INC,sec_edgar,,,,,0
MaxsMaking Inc.,sec_edgar,,,,,0
QNB CORP.,sec_edgar,,,,,0
"Atrium Therapeutics, Inc.",sec_edgar,,,lever,atrium-therapeutics,4
Crown Reserve Acquisition Corp. I,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,,,,0
"Keros Therapeutics, Inc.",sec_edgar,,,greenhouse,keros,7
MediWound Ltd.,sec_edgar,,,,,0
CYBIN INC.,sec_edgar,,,,,0
UNISYS CORP,sec_edgar,,,,,0
AUDIOCODES LTD,sec_edgar,,,,,0
NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,sec_edgar,,,,,0
"WEWARDS, INC.",sec_edgar,,,,,0
"CONSUMER PORTFOLIO SERVICES, INC.",sec_edgar,,,,,0
FATE THERAPEUTICS INC,sec_edgar,,,lever,fatetherapeutics,4
Panamera Holdings Corp,sec_edgar,,,,,0
Amplify Energy Corp.,sec_edgar,,,,,0
JACK IN THE BOX INC,sec_edgar,,,,,0
Open Lending Corp,sec_edgar,,,,,0
"FIRST OTTAWA BANCSHARES, INC.",sec_edgar,,,,,0
Turtle Beach Corp,sec_edgar,,,,,0
BEXIL INVESTMENT TRUST,sec_edgar,,,,,0
Gesher Acquisition Corp. II,"sec_edgar,sec_edgar,sec_edgar",,,,,0
GENCOR INDUSTRIES INC,sec_edgar,,,,,0
EGH Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Information Services Group Inc.,sec_edgar,,,,,0
Endava plc,sec_edgar,,,,,0
Sol-Gel Technologies Ltd.,sec_edgar,,,,,0
High Tide Inc.,sec_edgar,,,,,0
MAYFAIR GOLD CORP.,sec_edgar,,,,,0
"Voyager Therapeutics, Inc.",sec_edgar,,,,,0
"LEE ENTERPRISES, Inc",sec_edgar,,,,,0
ORASURE TECHNOLOGIES INC,sec_edgar,,,,,0
Venu Holding Corp,sec_edgar,,,,,0
Sanara MedTech Inc.,sec_edgar,,,,,0
First Internet Bancorp,"sec_edgar,sec_edgar",,,,,0
COLLECTIVE ACQUISITION CORP.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Smart Sand, Inc.",sec_edgar,,,,,0
"Voya Infrastructure, Industrials & Materials Fund",sec_edgar,,,,,0
"Angel Oak Mortgage REIT, Inc.","sec_edgar,sec_edgar,sec_edgar",,,,,0
"Montauk Renewables, Inc.",sec_edgar,,,,,0
NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,sec_edgar,,,,,0
KVH INDUSTRIES INC DE,sec_edgar,,,,,0
Harvard Ave Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Whitehawk Therapeutics, Inc.",sec_edgar,,,,,0
OP Bancorp,sec_edgar,,,,,0
HUDSON TECHNOLOGIES INC /NY,sec_edgar,,,,,0
"Black Diamond Therapeutics, Inc.",sec_edgar,,,,,0
Eaton Vance Municipal Income 2028 Term Trust,sec_edgar,,,,,0
One & one Green Technologies. INC,sec_edgar,,,,,0
PALOMA ACQUISITION CORP I,"sec_edgar,sec_edgar,sec_edgar",,,,,0
MOTORCAR PARTS OF AMERICA INC,sec_edgar,,,,,0
PLATINUM GROUP METALS LTD,sec_edgar,,,,,0
"Unicycive Therapeutics, Inc.",sec_edgar,,,,,0
"AVIAT NETWORKS, INC.",sec_edgar,,,,,0
Innate Pharma SA,"sec_edgar,sec_edgar",,,,,0
Meridian Corp,sec_edgar,,,,,0
Angi Inc.,sec_edgar,,,,,0
"LifeMD, Inc.","sec_edgar,sec_edgar",,,,,0
GOLD RESOURCE CORP,sec_edgar,,,,,0
Yatsen Holding Ltd,sec_edgar,,,,,0
"InfuSystem Holdings, Inc",sec_edgar,,,,,0
"MORGAN STANLEY INDIA INVESTMENT FUND, INC.",sec_edgar,,,,,0
Cango Inc.,sec_edgar,,,,,0
AURORA CANNABIS INC,sec_edgar,,,,,0
Context Therapeutics Inc.,sec_edgar,,,,,0
Tiziana Life Sciences Ltd,sec_edgar,,,,,0
Talisker Resources Ltd.,sec_edgar,,,,,0
UTAH MEDICAL PRODUCTS INC,sec_edgar,,,,,0
ACCENDRA HEALTH INC/VA/,sec_edgar,,,,,0
"Humacyte, Inc.","sec_edgar,sec_edgar",,,,,0
BRC Inc.,sec_edgar,,,,,0
IMMERSION CORP,sec_edgar,,,,,0
NovaBridge Biosciences,sec_edgar,,,,,0
Arqit Quantum Inc.,"sec_edgar,sec_edgar",,,,,0
PRO DEX INC,sec_edgar,,,,,0
EAGLE FINANCIAL SERVICES INC,sec_edgar,,,,,0
"Anika Therapeutics, Inc.",sec_edgar,,,,,0
FRANKLIN UNIVERSAL TRUST,sec_edgar,,,,,0
PEDEVCO CORP,sec_edgar,,,,,0
Healwell AI Inc.,sec_edgar,,,,,0
"Global Water Resources, Inc.",sec_edgar,,,,,0
Antalpha Platform Holding Co,sec_edgar,,,,,0
"Nkarta, Inc.",sec_edgar,,,greenhouse,nkarta,1
CORE MOLDING TECHNOLOGIES INC,sec_edgar,,,greenhouse,cmt,2
K2 Capital Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,greenhouse,kca,1
Draganfly Inc.,sec_edgar,,,,,0
Insight Molecular Diagnostics Inc.,sec_edgar,,,,,0
OMS Energy Technologies Inc.,sec_edgar,,,,,0
Niu Technologies,sec_edgar,,,,,0
"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",sec_edgar,,,,,0
"TriSalus Life Sciences, Inc.","sec_edgar,sec_edgar",,,,,0
SEACOR Marine Holdings Inc.,sec_edgar,,,,,0
BurTech Acquisition Corp II,sec_edgar,,,,,0
"Alpha Teknova, Inc.",sec_edgar,,,,,0
"Caribou Biosciences, Inc.",sec_edgar,,,greenhouse,caribou,3
West Red Lake Gold Mines Ltd.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,,,,0
TGE Value Creative Solutions Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Citizens Community Bancorp Inc.,sec_edgar,,,,,0
ICTS INTERNATIONAL N V,sec_edgar,,,,,0
INSEEGO CORP.,sec_edgar,,,,,0
FIGX Capital Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Neuberger High Yield Strategies Fund Inc.,sec_edgar,,,,,0
"Blaize Holdings, Inc.","sec_edgar,sec_edgar",,,,,0
Roxmore Resources Inc.,sec_edgar,,,,,0
Bunker Hill Mining Corp.,sec_edgar,,,,,0
"MICROVISION, INC.",sec_edgar,,,lever,microvision,9
AI Infrastructure Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
STONERIDGE INC,sec_edgar,,,,,0
Arcturus Therapeutics Holdings Inc.,sec_edgar,,,,,0
SAN JUAN BASIN ROYALTY TRUST,sec_edgar,,,,,0
AMPCO PITTSBURGH CORP,sec_edgar,,,,,0
Invesco Pennsylvania Value Municipal Income Trust,sec_edgar,,,,,0
EGAIN Corp,sec_edgar,,,,,0
HIGHLAND GLOBAL ALLOCATION FUND,sec_edgar,,,greenhouse,highland,4
"Inspired Entertainment, Inc.",sec_edgar,,,greenhouse,ie,8
"Cartesian Therapeutics, Inc.",sec_edgar,,,,,0
Leapfrog Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
NEW GERMANY FUND INC,sec_edgar,,,,,0
Lucid Diagnostics Inc.,sec_edgar,,,,,0
ArrowMark Financial Corp.,sec_edgar,,,,,0
Quantum-Si Inc,"sec_edgar,sec_edgar",,,,,0
"Elicio Therapeutics, Inc.",sec_edgar,,,,,0
"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","sec_edgar,sec_edgar,sec_edgar,sec_edgar",,,,,0
WESTERN ASSET INFLATION-LINKED INCOME FUND,sec_edgar,,,,,0
R F INDUSTRIES LTD,sec_edgar,,,,,0
"MODIV INDUSTRIAL, INC.","sec_edgar,sec_edgar",,,,,0
"James River Group Holdings, Inc.",sec_edgar,,,,,0
"AIRO Group Holdings, Inc.",sec_edgar,,,,,0
PERMA FIX ENVIRONMENTAL SERVICES INC,sec_edgar,,,,,0
NEUBERGER REAL ESTATE SECURITIES INCOME FUND INC,sec_edgar,,,,,0
Epsilon Energy Ltd.,sec_edgar,,,greenhouse,ee,1
Seven Hills Realty Trust,sec_edgar,,,,,0
Amber International Holding Ltd,sec_edgar,,,,,0
Pulsar Helium Inc.,sec_edgar,,,,,0
"Belpointe PREP, LLC",sec_edgar,,,,,0
Milestone Pharmaceuticals Inc.,sec_edgar,,,,,0
Finwise Bancorp,sec_edgar,,,,,0
TON Strategy Co,sec_edgar,,,,,0
PRECISION BIOSCIENCES INC,sec_edgar,,,,,0
"RCI HOSPITALITY HOLDINGS, INC.",sec_edgar,,,,,0
"SelectQuote, Inc.",sec_edgar,,,,,0
Rubber Leaf Inc,sec_edgar,,,,,0
Braemar Hotels & Resorts Inc.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
MAGNACHIP SEMICONDUCTOR Corp,sec_edgar,,,,,0
CPI Card Group Inc.,sec_edgar,,,,,0
Concorde International Group Ltd.,sec_edgar,,,,,0
"KORU Medical Systems, Inc.",sec_edgar,,,,,0
CREDIT SUISSE HIGH YIELD CREDIT FUND,sec_edgar,,,,,0
X Financial,sec_edgar,,,,,0
"TREACE MEDICAL CONCEPTS, INC.",sec_edgar,,,,,0
FIRST CAPITAL INC,sec_edgar,,,,,0
"Veritone, Inc.",sec_edgar,,,,,0
Proem Acquisition Corp. I,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Embecta Corp.,sec_edgar,,,,,0
WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,sec_edgar,,,,,0
Karyopharm Therapeutics Inc.,sec_edgar,,,,,0
"Stereotaxis, Inc.",sec_edgar,,,,,0
"J.Jill, Inc.",sec_edgar,,,,,0
Blue Water Acquisition Corp. IV,"sec_edgar,sec_edgar,sec_edgar",,,lever,blue,3
"Corbus Pharmaceuticals Holdings, Inc.",sec_edgar,,,,,0
Ellington Credit Co,"sec_edgar,sec_edgar",,,greenhouse,ec,2
ALTA EQUIPMENT GROUP INC.,"sec_edgar,sec_edgar",,,,,0
"SUPERIOR GROUP OF COMPANIES, INC.",sec_edgar,,,greenhouse,superior,2
INNOVATE Corp.,sec_edgar,,,,,0
Elme Communities,sec_edgar,,,greenhouse,ec,2
BARINGS PARTICIPATION INVESTORS,sec_edgar,,,,,0
CF BANKSHARES INC.,sec_edgar,,,,,0
"LIFETIME BRANDS, INC",sec_edgar,,,,,0
BingEx Ltd,sec_edgar,,,,,0
Revival Gold Inc.,sec_edgar,,,,,0
GABELLI MULTIMEDIA TRUST INC.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"ReposiTrak, Inc.",sec_edgar,,,,,0
BNY MELLON HIGH YIELD STRATEGIES FUND,sec_edgar,,,,,0
Waton Financial Ltd,sec_edgar,,,,,0
"Eagle Bancorp Montana, Inc.",sec_edgar,,,,,0
FutureFuel Corp.,sec_edgar,,,,,0
Burning Rock Biotech Ltd,sec_edgar,,,,,0
"Silver Mountain Resources, Inc.","sec_edgar,sec_edgar",,,,,0
"Tenaya Therapeutics, Inc.",sec_edgar,,,,,0
FLAHERTY & CRUMRINE TOTAL RETURN FUND INC,sec_edgar,,,,,0
"Rhinebeck Bancorp, Inc.",sec_edgar,,,,,0
"CB Financial Services, Inc.",sec_edgar,,,,,0
Chenghe Acquisition III Co.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
NUSATRIP Inc,sec_edgar,,,,,0
"CSB Bancorp, Inc.",sec_edgar,,,,,0
ELLSWORTH GROWTH & INCOME FUND LTD,"sec_edgar,sec_edgar",,,,,0
"Owlet, Inc.","sec_edgar,sec_edgar",,,,,0
ORAMED PHARMACEUTICALS INC.,sec_edgar,,,,,0
FORESIGHT FINANCIAL GROUP INC,sec_edgar,,,,,0
UTG INC,sec_edgar,,,,,0
Mobico Group PLC/ADR,"sec_edgar,sec_edgar",,,,,0
"Robot Consulting Co., Ltd.",sec_edgar,,,,,0
GigCapital7 Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
LANDMARK BANCORP INC,sec_edgar,,,,,0
New Fortress Energy Inc.,sec_edgar,,,,,0
"Marti Technologies, Inc.",sec_edgar,,,,,0
Inogen Inc,sec_edgar,,,,,0
"LIFECORE BIOMEDICAL, INC. DE",sec_edgar,,,,,0
Perfect Corp.,"sec_edgar,sec_edgar",,,,,0
"Pono Capital Four, Inc.","sec_edgar,sec_edgar,sec_edgar",,,,,0
Blackstone Senior Floating Rate 2027 Term Fund,sec_edgar,,,,,0
Virtus Stone Harbor Emerging Markets Income Fund,sec_edgar,,,,,0
Invesco Bond Fund,sec_edgar,,,,,0
Neo-Concept International Group Holdings Ltd,sec_edgar,,,greenhouse,nc,5
BCB BANCORP INC,sec_edgar,,,,,0
"Acumen Pharmaceuticals, Inc.",sec_edgar,,,greenhouse,acumen,9
Range Capital Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,greenhouse,range,17
Journey Medical Corp,sec_edgar,,,greenhouse,journey,5
SPECTRAL CAPITAL Corp,sec_edgar,,,,,0
Enlivex Ltd.,sec_edgar,,,,,0
OneWater Marine Inc.,sec_edgar,,,,,0
Tavia Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"BV Financial, Inc.",sec_edgar,,,,,0
BENCHMARK BANKSHARES INC,sec_edgar,,,,,0
Brookline Capital Acquisition Corp II,sec_edgar,,,,,0
ESPEY MFG & ELECTRONICS CORP,sec_edgar,,,,,0
Net Lease Office Properties,sec_edgar,,,,,0
Waldencast plc,"sec_edgar,sec_edgar",,,,,0
"Thryv Holdings, Inc.",sec_edgar,,,,,0
"KULR Technology Group, Inc.",sec_edgar,,,,,0
"HireQuest, Inc.",sec_edgar,,,,,0
TUCOWS INC /PA/,sec_edgar,,,greenhouse,tucows,12
Orion Properties Inc.,sec_edgar,,,,,0
"ZJK Industrial Co., Ltd.",sec_edgar,,,,,0
Yiren Digital Ltd.,sec_edgar,,,,,0
"AN2 Therapeutics, Inc.",sec_edgar,,,,,0
Finance of America Companies Inc.,sec_edgar,,,,,0
"TrueBlue, Inc.",sec_edgar,,,,,0
Cartesian Growth Corp II,"sec_edgar,sec_edgar,sec_edgar",,,,,0
51Talk Online Education Group,sec_edgar,,,,,0
Jyong Biotech Ltd.,sec_edgar,,,,,0
"Hanover Bancorp, Inc. /MD",sec_edgar,,,greenhouse,hanover,4
"FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY, INC.",sec_edgar,,,,,0
"DHI GROUP, INC.",sec_edgar,,,,,0
PIMCO CALIFORNIA MUNICIPAL INCOME FUND,sec_edgar,,,,,0
"TAYLOR DEVICES, INC.",sec_edgar,,,,,0
CHESAPEAKE FINANCIAL SHARES INC,sec_edgar,,,,,0
"GoPro, Inc.",sec_edgar,,,,,0
Tectonic Metals Inc.,sec_edgar,,,,,0
"USBC, Inc.",sec_edgar,,,,,0
American Eagle Gold Corp.,sec_edgar,,,,,0
NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,sec_edgar,,,,,0
"MainStreet Bancshares, Inc.","sec_edgar,sec_edgar",,,,,0
NMP Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
SOUTHERN SILVER EXPLORATION CORP,sec_edgar,,,,,0
"ProCap Financial, Inc.","sec_edgar,sec_edgar",,,,,0
AMARC RESOURCES LTD,sec_edgar,,,,,0
"1stdibs.com, Inc.",sec_edgar,,,greenhouse,1stdibscom,2
STLLR Gold Inc.,sec_edgar,,,,,0
"Protalix BioTherapeutics, Inc.",sec_edgar,,,,,0
EVOLUTION PETROLEUM CORP,sec_edgar,,,,,0
"Comstock Holding Companies, Inc.",sec_edgar,,,greenhouse,comstock,61
Douglas Elliman Inc.,sec_edgar,,,,,0
"DOMO, INC.",sec_edgar,,,,,0
ACME UNITED CORP,sec_edgar,,,,,0
"KORE Group Holdings, Inc.","sec_edgar,sec_edgar",,,,,0
NET Power Inc.,"sec_edgar,sec_edgar",,,,,0
"CVRx, Inc.",sec_edgar,,,,,0
"Commercial Vehicle Group, Inc.",sec_edgar,,,,,0
SMITH MIDLAND CORP,sec_edgar,,,,,0
"Polaryx Therapeutics, Inc.",sec_edgar,,,greenhouse,pt,7
"HERON THERAPEUTICS, INC. /DE/",sec_edgar,,,greenhouse,herontherapeutics,20
HomesToLife Ltd,sec_edgar,,,,,0
QuasarEdge Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Emmis Acquisition Corp.,"sec_edgar,sec_edgar",,,,,0
EDAP TMS SA,sec_edgar,,,,,0
Volt Lithium Corp.,sec_edgar,,,,,0
"RCM TECHNOLOGIES, INC.",sec_edgar,,,,,0
"Zapata Quantum, Inc.","sec_edgar,sec_edgar",,,,,0
Intelligent Hotel Group Ltd.,sec_edgar,,,,,0
Lake Superior Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
West Enclave Merger Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
TECOGEN INC.,sec_edgar,,,,,0
"ECB Bancorp, Inc. /MD/",sec_edgar,,,,,0
BlackRock 2037 Municipal Target Term Trust,sec_edgar,,,,,0
NUVEEN NEW YORK MUNICIPAL VALUE FUND,sec_edgar,,,,,0
"WhiteHorse Finance, Inc.","sec_edgar,sec_edgar",,,,,0
LaFayette Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Ryde Group Ltd,sec_edgar,,,,,0
Apyx Medical Corp,sec_edgar,,,,,0
GalaxyEdge Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"IMMUNIC, INC.",sec_edgar,,,,,0
CTW Cayman,sec_edgar,,,,,0
Silver Pegasus Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Brazil Potash Corp.,sec_edgar,,,,,0
Shimmick Corp,sec_edgar,,,,,0
Clough Global Equity Fund,sec_edgar,,,,,0
Invesco Trust for Investment Grade New York Municipals,sec_edgar,,,,,0
White Pearl Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
LataMed AI Corp.,"sec_edgar,sec_edgar",,,,,0
Nerdy Inc.,sec_edgar,,,greenhouse,nerdy,65
SKYX Platforms Corp.,sec_edgar,,,,,0
CuriosityStream Inc.,sec_edgar,,,,,0
WESTERN ASSET MUNICIPAL HIGH INCOME FUND INC.,sec_edgar,,,,,0
Satellos Bioscience Inc.,sec_edgar,,,,,0
"Embassy Bancorp, Inc.",sec_edgar,,,,,0
SunPower Inc.,"sec_edgar,sec_edgar",,,,,0
"ChargePoint Holdings, Inc.",sec_edgar,,,greenhouse,chargepoint,29
"RESOURCES CONNECTION, INC.",sec_edgar,,,,,0
Innoviz Technologies Ltd.,sec_edgar,,,,,0
"Spero Therapeutics, Inc.",sec_edgar,,,,,0
"TuHURA Biosciences, Inc./NV",sec_edgar,,,,,0
Hydreight Technologies Inc.,sec_edgar,,,,,0
PUTNAM MASTER INTERMEDIATE INCOME TRUST,sec_edgar,,,,,0
"MAMMOTH ENERGY SERVICES, INC.",sec_edgar,,,,,0
"AEMETIS, INC",sec_edgar,,,,,0
Apollo Silver Corp,sec_edgar,,,,,0
WESTWOOD HOLDINGS GROUP INC,sec_edgar,,,,,0
"Assertio Holdings, Inc.",sec_edgar,,,,,0
Indigo Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,greenhouse,indigo,3
ProQR Therapeutics N.V.,sec_edgar,,,,,0
Voya Global Advantage & Premium Opportunity Fund,sec_edgar,,,,,0
ORGANIGRAM GLOBAL INC.,sec_edgar,,,,,0
THEGLOBE COM INC,sec_edgar,,,,,0
Cardiol Therapeutics Inc.,sec_edgar,,,,,0
AA Mission Acquisition Corp. II,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Cantor Equity Partners VI, Inc.",sec_edgar,,,,,0
SILVER X MINING CORP.,sec_edgar,,,,,0
Legacy Education Inc.,sec_edgar,,,,,0
KAZIA THERAPEUTICS LTD,sec_edgar,,,,,0
Cheetah Mobile Inc.,sec_edgar,,,,,0
FRIEDMAN INDUSTRIES INC,sec_edgar,,,lever,fi,11
MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,sec_edgar,,,,,0
FERRELLGAS PARTNERS L P,sec_edgar,,,,,0
PHOENIX MOTOR INC.,sec_edgar,,,greenhouse,pm,1
U.S. GoldMining Inc.,"sec_edgar,sec_edgar",,,greenhouse,us,1
"SPECIAL OPPORTUNITIES FUND, INC.","sec_edgar,sec_edgar",,,,,0
Baozun Inc.,sec_edgar,,,,,0
FLAHERTY & CRUMRINE PREFERRED & INCOME FUND INC,sec_edgar,,,,,0
"Playboy, Inc.",sec_edgar,,,,,0
XFLH Capital Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Hyperfine, Inc.",sec_edgar,,,,,0
Roadzen Inc.,"sec_edgar,sec_edgar",,,,,0
"FreightCar America, Inc.",sec_edgar,,,,,0
"First Guaranty Bancshares, Inc.","sec_edgar,sec_edgar",,,,,0
Finward Bancorp,sec_edgar,,,,,0
"FRACTYL HEALTH, INC.",sec_edgar,,,,,0
GALECTIN THERAPEUTICS INC,sec_edgar,,,,,0
APEX Tech Acquisition Inc.,"sec_edgar,sec_edgar,sec_edgar",,,greenhouse,apex,1
ENB Financial Corp,sec_edgar,,,,,0
ACRES Commercial Realty Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Traeger, Inc.",sec_edgar,,,,,0
BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,sec_edgar,,,,,0
"Kraig Biocraft Laboratories, Inc.",sec_edgar,,,,,0
"Korro Bio, Inc.",sec_edgar,,,lever,korrobio,5
BANCROFT FUND LTD,"sec_edgar,sec_edgar",,,,,0
BHAV Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
vTv Therapeutics Inc.,sec_edgar,,,,,0
"SANUWAVE Health, Inc.",sec_edgar,,,,,0
BIODESIX INC,sec_edgar,,,,,0
"OnKure Therapeutics, Inc.",sec_edgar,,,,,0
Empro Group Inc.,sec_edgar,,,,,0
Dynagas LNG Partners LP,"sec_edgar,sec_edgar",,,,,0
"Vaxart, Inc.",sec_edgar,,,,,0
Eaton Vance Short Duration Diversified Income Fund,sec_edgar,,,,,0
AMREP CORP.,sec_edgar,,,,,0
"China Automotive Systems, Inc.",sec_edgar,,,,,0
DMC Global Inc.,sec_edgar,,,,,0
"Richmond Mutual Bancorporation, Inc.",sec_edgar,,,,,0
DouYu International Holdings Ltd,sec_edgar,,,,,0
"Skyline Bankshares, Inc.",sec_edgar,,,,,0
Turn Therapeutics Inc.,sec_edgar,,,,,0
"SPRUCE BIOSCIENCES, INC.",sec_edgar,,,,,0
"Proficient Auto Logistics, Inc",sec_edgar,,,,,0
Empery Digital Inc.,sec_edgar,,,,,0
"NEONC TECHNOLOGIES HOLDINGS, INC.",sec_edgar,,,,,0
John Hancock Diversified Income Fund,sec_edgar,,,,,0
PATRIOT NATIONAL BANCORP INC,sec_edgar,,,,,0
MOLECULAR PARTNERS AG,sec_edgar,,,,,0
"CREDIT SUISSE ASSET MANAGEMENT INCOME FUND, INC.",sec_edgar,,,,,0
MEDIFAST INC,sec_edgar,,,,,0
"SUNHYDROGEN, INC.",sec_edgar,,,,,0
Energous Corp,sec_edgar,,,,,0
Blackstone Long-Short Credit Income Fund,sec_edgar,,,,,0
RF Acquisition Corp III,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"Aimei Health Technology Co., Ltd.","sec_edgar,sec_edgar,sec_edgar",,,,,0
"AleAnna, Inc.","sec_edgar,sec_edgar",,,,,0
"Black Rock Coffee Bar, Inc.",sec_edgar,,,,,0
"Affinity Bancshares, Inc.",sec_edgar,,,greenhouse,affinity,22
United Acquisition Corp. I,"sec_edgar,sec_edgar,sec_edgar",,,,,0
HOOKER FURNISHINGS Corp,sec_edgar,,,,,0
Torrid Holdings Inc.,sec_edgar,,,,,0
"SB FINANCIAL GROUP, INC.",sec_edgar,,,,,0
"CHEGG, INC",sec_edgar,,,,,0
"Rani Therapeutics Holdings, Inc.",sec_edgar,,,,,0
Social Commerce Partners Corp,"sec_edgar,sec_edgar,sec_edgar",,,,,0
Western Asset High Yield Opportunity Fund Inc.,sec_edgar,,,,,0
Gabelli Healthcare & WellnessRx Trust,sec_edgar,,,,,0
Meridian Holdings Inc./NV,sec_edgar,,,,,0
CYPHERPUNK TECHNOLOGIES INC.,sec_edgar,,,,,0
Seritage Growth Properties,"sec_edgar,sec_edgar",,,,,0
Solana Co,sec_edgar,,,,,0
"SR Bancorp, Inc.",sec_edgar,,,,,0
K2 Gold Corp,sec_edgar,,,,,0
"CENTRAL & EASTERN EUROPE FUND, INC.",sec_edgar,,,,,0
Here Group Ltd,sec_edgar,,,,,0
JM Group Ltd,sec_edgar,,,,,0
NOVONIX Ltd,"sec_edgar,sec_edgar",,,,,0
LARAMIDE RESOURCES LTD,sec_edgar,,,,,0
Fortitude Gold Corp,sec_edgar,,,,,0
"Tri-County Financial Group, Inc.",sec_edgar,,,,,0
"AVITA Medical, Inc.","sec_edgar,sec_edgar",,,,,0
BrandywineGLOBAL-Global Income Opportunities Fund Inc,sec_edgar,,,,,0
TRIO-TECH INTERNATIONAL,sec_edgar,,,lever,trio,3
DAWSON GEOPHYSICAL CO,sec_edgar,,,,,0
LIQUIDMETAL TECHNOLOGIES INC,sec_edgar,,,,,0
American Well Corp,sec_edgar,,,,,0
"XCF Global, Inc.",sec_edgar,,,,,0
GENELUX Corp,sec_edgar,,,,,0
"GAMCO Natural Resources, Gold & Income Trust","sec_edgar,sec_edgar",,,,,0
"FORRESTER RESEARCH, INC.",sec_edgar,,,,,0
Gunnison Copper Corp.,sec_edgar,,,,,0
WHITE RIVER BANCSHARES CO,sec_edgar,,,,,0
BEO BANCORP,sec_edgar,,,,,0
AGENUS INC,sec_edgar,,,,,0
Connect Biopharma Holdings Ltd,sec_edgar,,,,,0
"Equillium, Inc.",sec_edgar,,,,,0
SPANISH MOUNTAIN GOLD LTD.,sec_edgar,,,,,0
New Horizon Aircraft Ltd.,"sec_edgar,sec_edgar",,,,,0
West Point Gold Corp.,sec_edgar,,,,,0
CALAMOS GLOBAL TOTAL RETURN FUND,sec_edgar,,,,,0
Zepp Health Corp,sec_edgar,,,,,0
DeFi Development Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
"JELD-WEN Holding, Inc.",sec_edgar,,,,,0
Voya Emerging Markets High Dividend Equity Fund,sec_edgar,,,,,0
Eva Live Inc,sec_edgar,,,,,0
Atlas Lithium Corp,sec_edgar,,,,,0
Alpha Cognition Inc.,sec_edgar,,,,,0
ASCENT INDUSTRIES CO.,sec_edgar,,,,,0
JOHN HANCOCK INCOME SECURITIES TRUST,sec_edgar,,,,,0
"Coda Octopus Group, Inc.",sec_edgar,,,,,0
DULUTH HOLDINGS INC.,sec_edgar,,,,,0
Vernal Capital Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,,,,0
